domain,label,family,observed_at
host750.uybiq.com,0,benign,2025-01-01T12:30:00
host1528.anayv.com,0,benign,2025-01-02T01:28:00
zkgo1ib.ru,1,cryptolocker,2025-01-02T18:59:00
host4760.jedml.com,0,benign,2025-01-04T07:20:00
andthatwith.net,1,suppobox,2025-01-02T18:29:00
rzsmmwystukh.com,1,kraken,2025-01-02T16:28:00
host890.rwdfm.com,0,benign,2025-01-01T14:50:00
isyc4hcikzc86.info,1,generic,2025-01-01T06:17:00
wzzflmpjowud.com,1,kraken,2025-01-04T09:43:00
host202.gmhlf.com,0,benign,2025-01-01T03:22:00
theythefor.net,1,suppobox,2025-01-03T13:59:00
hishisbut.net,1,suppobox,2025-01-03T06:54:00
stonerock.org,1,matsnu,2025-01-04T04:55:00
andthisthey.net,1,suppobox,2025-01-03T17:00:00
host3755.jccrx.com,0,benign,2025-01-03T14:35:00
nvnmgzfgpiam.com,1,kraken,2025-01-01T15:21:00
thehavethey.net,1,suppobox,2025-01-03T22:14:00
stonetree.org,1,matsnu,2025-01-02T10:42:00
host637.bdsds.com,0,benign,2025-01-01T10:37:00
butandthat.net,1,suppobox,2025-01-02T18:45:00
wdkri5yq5s3ezbu4dq.info,1,generic,2025-01-03T23:33:00
sxsrqswp.net,1,conficker,2025-01-02T14:32:00
haveforbut.net,1,suppobox,2025-01-03T05:02:00
host2924.aapjl.com,0,benign,2025-01-03T00:44:00
host2310.kdkpa.com,0,benign,2025-01-02T14:30:00
jegzpqid.net,1,conficker,2025-01-01T04:18:00
thethewith.net,1,suppobox,2025-01-02T16:59:00
chbvg.net,1,conficker,2025-01-01T10:25:00
qbwdxu.net,1,conficker,2025-01-01T19:20:00
host4773.bdlpg.com,0,benign,2025-01-04T07:33:00
host975.kxfek.com,0,benign,2025-01-01T16:15:00
host3054.vkkkl.com,0,benign,2025-01-03T02:54:00
host1499.rddji.com,0,benign,2025-01-02T00:59:00
dsmqitmoablx.com,1,kraken,2025-01-02T16:34:00
host2725.dehpy.com,0,benign,2025-01-02T21:25:00
ykm12e9098bbfa6obzdt.ru,1,generic,2025-01-03T03:55:00
host4529.tstxk.com,0,benign,2025-01-04T03:29:00
microsoft.com,0,benign,2025-01-01T23:14:00
youhishave.net,1,suppobox,2025-01-01T08:44:00
apple.co,0,benign,2025-01-03T06:01:00
host3552.zgnnp.com,0,benign,2025-01-03T11:12:00
owajcpooeevt.com,1,kraken,2025-01-02T05:20:00
me3lsfx.ru,1,cryptolocker,2025-01-04T06:04:00
w3d7u9x.ru,1,cryptolocker,2025-01-01T12:33:00
host661.ktobi.com,0,benign,2025-01-01T11:01:00
host1407.dkgay.com,0,benign,2025-01-01T23:27:00
cthmuqc.net,1,conficker,2025-01-02T00:12:00
wikipedia.org,0,benign,2025-01-03T12:19:00
treefire.org,1,matsnu,2025-01-01T11:22:00
cherrytree.org,1,matsnu,2025-01-01T16:54:00
brpj30t.info,1,cryptolocker,2025-01-02T00:51:00
host4116.rycrs.com,0,benign,2025-01-03T20:36:00
geqnynyd.net,1,conficker,2025-01-01T19:24:00
avhavuhqo075mp8pnur8.org,1,generic,2025-01-04T04:54:00
yahoo.com,0,benign,2025-01-01T16:45:00
host3058.ufsui.com,0,benign,2025-01-03T02:58:00
live.com,0,benign,2025-01-02T04:48:00
zoom.us,0,benign,2025-01-02T10:21:00
6gpt928.info,1,cryptolocker,2025-01-01T02:50:00
6bw0055.biz,1,cryptolocker,2025-01-03T20:19:00
cloudflare.com,0,benign,2025-01-03T16:44:00
live.com,0,benign,2025-01-03T12:46:00
histheyhis.net,1,suppobox,2025-01-02T16:35:00
zlrayexeckwv.com,1,kraken,2025-01-02T12:37:00
host192.padjf.com,0,benign,2025-01-01T03:12:00
ccuumk.net,1,conficker,2025-01-04T00:57:00
host3696.xirqj.com,0,benign,2025-01-03T13:36:00
90pe2gd.info,1,cryptolocker,2025-01-03T19:14:00
host436.zsptm.com,0,benign,2025-01-01T07:16:00
stonebanana.org,1,matsnu,2025-01-02T06:29:00
k3zbolp.biz,1,cryptolocker,2025-01-04T09:16:00
host3972.xuyly.com,0,benign,2025-01-03T18:12:00
host263.sgygc.com,0,benign,2025-01-01T04:23:00
host541.sdaqp.com,0,benign,2025-01-01T09:01:00
drpa1ac.biz,1,cryptolocker,2025-01-03T22:37:00
mnnpwy.net,1,conficker,2025-01-01T17:17:00
zagizvndqotj.com,1,kraken,2025-01-02T12:48:00
host163.mtmws.com,0,benign,2025-01-01T02:43:00
wrfjgro.net,1,conficker,2025-01-01T11:39:00
va4bxw3y9.biz,1,generic,2025-01-02T04:24:00
wr0yqmarpcdgp53399w3.cn,1,generic,2025-01-02T07:42:00
theywithyou.net,1,suppobox,2025-01-02T20:59:00
host3284.zgjor.com,0,benign,2025-01-03T06:44:00
withtheythis.net,1,suppobox,2025-01-04T06:26:00
theytheythey.net,1,suppobox,2025-01-02T13:07:00
bzsxceitsfqg.com,1,kraken,2025-01-03T16:26:00
host86.bradz.com,0,benign,2025-01-01T01:26:00
host1955.zdleq.com,0,benign,2025-01-02T08:35:00
cgsqhhlukfzz.com,1,kraken,2025-01-04T00:03:00
b1x0tkk.biz,1,cryptolocker,2025-01-01T09:49:00
qfpy4h7.biz,1,cryptolocker,2025-01-02T09:06:00
microsoft.com,0,benign,2025-01-02T02:51:00
0p9sgn96sb0.cn,1,generic,2025-01-03T09:03:00
pc7tjil.biz,1,cryptolocker,2025-01-02T01:39:00
zoom.us,0,benign,2025-01-01T23:53:00
host3194.aspdo.com,0,benign,2025-01-03T05:14:00
apple.co,0,benign,2025-01-03T07:58:00
bananabanana.org,1,matsnu,2025-01-01T02:46:00
host1009.vlexf.com,0,benign,2025-01-01T16:49:00
host2351.borhu.com,0,benign,2025-01-02T15:11:00
waterdate.org,1,matsnu,2025-01-02T05:49:00
histhatnot.net,1,suppobox,2025-01-03T10:37:00
acc1k7l.biz,1,cryptolocker,2025-01-02T08:54:00
stonetree.org,1,matsnu,2025-01-03T21:21:00
host4459.pdete.com,0,benign,2025-01-04T02:19:00
applegrape.org,1,matsnu,2025-01-01T13:54:00
host3580.hvbri.com,0,benign,2025-01-03T11:40:00
host4290.hepvm.com,0,benign,2025-01-03T23:30:00
figrock.org,1,matsnu,2025-01-03T08:58:00
facebook.com,0,benign,2025-01-01T12:16:00
host3918.tvfwi.com,0,benign,2025-01-03T17:18:00
host2205.eqalq.com,0,benign,2025-01-02T12:45:00
host950.bdjcp.com,0,benign,2025-01-01T15:50:00
host2123.rupzp.com,0,benign,2025-01-02T11:23:00
host408.mzodo.com,0,benign,2025-01-01T06:48:00
myvtaow.net,1,conficker,2025-01-03T13:27:00
u9rcrcv.info,1,cryptolocker,2025-01-03T20:25:00
bing.com,0,benign,2025-01-01T20:18:00
host413.evomc.com,0,benign,2025-01-01T06:53:00
host3682.fleni.com,0,benign,2025-01-03T13:22:00
thehisthe.net,1,suppobox,2025-01-04T03:29:00
host3751.yemky.com,0,benign,2025-01-03T14:31:00
xvwdti.net,1,conficker,2025-01-04T09:54:00
apple.com,0,benign,2025-01-04T01:10:00
8d01u4vl4z6u83y.biz,1,generic,2025-01-03T19:44:00
host1686.hrogv.com,0,benign,2025-01-02T04:06:00
z5arplz.biz,1,cryptolocker,2025-01-03T10:20:00
host2751.ebssx.com,0,benign,2025-01-02T21:51:00
0sk22h4.ru,1,cryptolocker,2025-01-03T04:25:00
office.com,0,benign,2025-01-01T18:45:00
bananawater.org,1,matsnu,2025-01-03T08:07:00
olqsl.net,1,conficker,2025-01-02T05:47:00
bing.com,0,benign,2025-01-01T14:07:00
host770.oxaiy.com,0,benign,2025-01-01T12:50:00
ujo9jmx.info,1,cryptolocker,2025-01-01T08:20:00
cloudflare.com,0,benign,2025-01-01T01:46:00
leddakugdlxc.com,1,kraken,2025-01-01T12:16:00
aws.amazon.com,0,benign,2025-01-03T08:23:00
host314.poqyc.com,0,benign,2025-01-01T05:14:00
sqyvudwirrhf.com,1,kraken,2025-01-03T04:10:00
host2872.klzmq.com,0,benign,2025-01-02T23:52:00
host3774.hwcth.com,0,benign,2025-01-03T14:54:00
syfx1el.biz,1,cryptolocker,2025-01-03T10:26:00
thisbutfrom.net,1,suppobox,2025-01-01T12:51:00
u21uvb4b4qs.tk,1,generic,2025-01-02T12:32:00
host4570.yzedw.com,0,benign,2025-01-04T04:10:00
host743.kgzrn.com,0,benign,2025-01-01T12:23:00
host936.ityqi.com,0,benign,2025-01-01T15:36:00
host1556.lnwgo.com,0,benign,2025-01-02T01:56:00
stonetree.org,1,matsnu,2025-01-02T12:13:00
alylej.net,1,conficker,2025-01-01T06:23:00
yahoo.com,0,benign,2025-01-04T02:42:00
4yt7542.ru,1,cryptolocker,2025-01-03T16:27:00
1adhn0cd.info,1,generic,2025-01-03T11:45:00
epdwxwc.net,1,conficker,2025-01-04T09:48:00
pe05lpv.ru,1,cryptolocker,2025-01-03T13:45:00
uimk5d8ng.net,1,generic,2025-01-02T11:59:00
wfbzygopceal.com,1,kraken,2025-01-02T00:28:00
quzuxmc.net,1,conficker,2025-01-01T04:48:00
s23rixp.biz,1,cryptolocker,2025-01-03T16:45:00
host4333.akhdk.com,0,benign,2025-01-04T00:13:00
host4779.ljqiw.com,0,benign,2025-01-04T07:39:00
host1168.rdcrw.com,0,benign,2025-01-01T19:28:00
host2802.vfsac.com,0,benign,2025-01-02T22:42:00
zk4rivz.biz,1,cryptolocker,2025-01-04T05:44:00
theyfromthe.net,1,suppobox,2025-01-01T09:14:00
live.com,0,benign,2025-01-03T23:51:00
ezffuelngwbr.com,1,kraken,2025-01-01T17:28:00
bananawater.org,1,matsnu,2025-01-03T00:29:00
nsktddjgzist.com,1,kraken,2025-01-02T21:20:00
ewqolpz.info,1,cryptolocker,2025-01-01T15:45:00
p5na9djh4uzn3.ru,1,generic,2025-01-04T08:34:00
host3791.lklol.com,0,benign,2025-01-03T15:11:00
bsglxf.net,1,conficker,2025-01-01T06:52:00
host3618.ubddf.com,0,benign,2025-01-03T12:18:00
zoom.us,0,benign,2025-01-01T00:55:00
host3636.bmqrd.com,0,benign,2025-01-03T12:36:00
thethatfrom.net,1,suppobox,2025-01-02T07:38:00
host3012.ngwda.com,0,benign,2025-01-03T02:12:00
host3710.ackkp.com,0,benign,2025-01-03T13:50:00
host765.vclnj.com,0,benign,2025-01-01T12:45:00
cherrydate.org,1,matsnu,2025-01-01T16:57:00
it2gnwvqsny.tk,1,generic,2025-01-02T10:40:00
fjfmmbvedzgp.com,1,kraken,2025-01-01T12:35:00
apple.com,0,benign,2025-01-01T14:37:00
host1681.alrnb.com,0,benign,2025-01-02T04:01:00
host3292.nhjhe.com,0,benign,2025-01-03T06:52:00
host2740.aowpx.com,0,benign,2025-01-02T21:40:00
782iyveu6v2s3.tk,1,generic,2025-01-02T13:44:00
jdksnzkggfqx.com,1,kraken,2025-01-01T22:47:00
waterstone.org,1,matsnu,2025-01-02T02:20:00
soexihrb.net,1,conficker,2025-01-01T15:39:00
host1631.urssc.com,0,benign,2025-01-02T03:11:00
vvqmvbs1bkuqz4f6ufy.info,1,generic,2025-01-02T04:49:00
elderwater.org,1,matsnu,2025-01-02T04:21:00
zattax.net,1,conficker,2025-01-03T10:00:00
histhathis.net,1,suppobox,2025-01-02T18:40:00
thethatfor.net,1,suppobox,2025-01-03T10:35:00
google.com,0,benign,2025-01-01T04:14:00
host3568.zluru.com,0,benign,2025-01-03T11:28:00
lmqhfbpglfeu.com,1,kraken,2025-01-02T11:04:00
fdbzwfqw.net,1,conficker,2025-01-03T12:18:00
z4nff4n12n1k39.info,1,generic,2025-01-01T22:15:00
wxkbfvhcyldo.com,1,kraken,2025-01-03T11:35:00
nelhkqxlurym.com,1,kraken,2025-01-02T13:18:00
host317.pszby.com,0,benign,2025-01-01T05:17:00
host1280.hoxgz.com,0,benign,2025-01-01T21:20:00
tettbbm.net,1,conficker,2025-01-01T12:17:00
host835.zzmtn.com,0,benign,2025-01-01T13:55:00
host2261.lfklw.com,0,benign,2025-01-02T13:41:00
salesforce.com,0,benign,2025-01-02T12:51:00
qakrmhdjitsc.com,1,kraken,2025-01-03T17:04:00
apple.co,0,benign,2025-01-03T14:41:00
rockelder.org,1,matsnu,2025-01-01T17:39:00
host606.itdtc.com,0,benign,2025-01-01T10:06:00
phyvdantrtfe.com,1,kraken,2025-01-02T03:24:00
host4583.wochf.com,0,benign,2025-01-04T04:23:00
host1366.yzzqe.com,0,benign,2025-01-01T22:46:00
host675.qhjwq.com,0,benign,2025-01-01T11:15:00
owrwdluigkm2a8yyapt1.ru,1,generic,2025-01-04T05:02:00
58auozh.info,1,cryptolocker,2025-01-03T00:58:00
lzbzovietvxb.com,1,kraken,2025-01-02T15:34:00
perrj.net,1,conficker,2025-01-01T17:23:00
host2236.pakex.com,0,benign,2025-01-02T13:16:00
host3246.jykbl.com,0,benign,2025-01-03T06:06:00
host3632.hgufe.com,0,benign,2025-01-03T12:32:00
host4064.hffim.com,0,benign,2025-01-03T19:44:00
host1163.txvmd.com,0,benign,2025-01-01T19:23:00
host1668.rcvzi.com,0,benign,2025-01-02T03:48:00
hbhoajtcallo.com,1,kraken,2025-01-03T22:29:00
host922.zmegs.com,0,benign,2025-01-01T15:22:00
wehnndixvsfp.com,1,kraken,2025-01-04T00:16:00
tbayakqwjdws.com,1,kraken,2025-01-02T01:24:00
host4151.dyexd.com,0,benign,2025-01-03T21:11:00
host2315.zknqr.com,0,benign,2025-01-02T14:35:00
andwithwith.net,1,suppobox,2025-01-03T18:05:00
host2453.nvtch.com,0,benign,2025-01-02T16:53:00
agrdhrhetqgn.com,1,kraken,2025-01-01T23:20:00
grapestone.org,1,matsnu,2025-01-02T12:43:00
wssws.net,1,conficker,2025-01-03T22:55:00
aws.amazon.com,0,benign,2025-01-01T11:27:00
host2966.ftzyf.com,0,benign,2025-01-03T01:26:00
host3588.npcvx.com,0,benign,2025-01-03T11:48:00
host1493.jeuun.com,0,benign,2025-01-02T00:53:00
rocktree.org,1,matsnu,2025-01-02T23:14:00
host1002.ilail.com,0,benign,2025-01-01T16:42:00
vneyw.net,1,conficker,2025-01-03T08:20:00
bananawater.org,1,matsnu,2025-01-03T01:56:00
htfyclhgwqhh.com,1,kraken,2025-01-03T00:43:00
host2309.pukbo.com,0,benign,2025-01-02T14:29:00
apple.co,0,benign,2025-01-03T16:43:00
sb3llvv.biz,1,cryptolocker,2025-01-03T01:02:00
host233.pgbsz.com,0,benign,2025-01-01T03:53:00
p4fhv2wbxwuurkm.ru,1,generic,2025-01-04T03:47:00
host2282.tniok.com,0,benign,2025-01-02T14:02:00
sen6ayf.info,1,cryptolocker,2025-01-03T16:43:00
google.com,0,benign,2025-01-02T14:07:00
host37.rfevf.com,0,benign,2025-01-01T00:37:00
host3620.lmvdq.com,0,benign,2025-01-03T12:20:00
host2984.orjdd.com,0,benign,2025-01-03T01:44:00
thishisthe.net,1,suppobox,2025-01-01T08:53:00
host2902.kscvh.com,0,benign,2025-01-03T00:22:00
host3342.jazru.com,0,benign,2025-01-03T07:42:00
host1459.vnztd.com,0,benign,2025-01-02T00:19:00
host150.pxkug.com,0,benign,2025-01-01T02:30:00
host3753.yhiso.com,0,benign,2025-01-03T14:33:00
apple.co,0,benign,2025-01-02T01:31:00
pxhepjc.net,1,conficker,2025-01-01T03:00:00
host4851.omdxa.com,0,benign,2025-01-04T08:51:00
host753.ntycp.com,0,benign,2025-01-01T12:33:00
host4257.eetps.com,0,benign,2025-01-03T22:57:00
host1056.jaipm.com,0,benign,2025-01-01T17:36:00
qwgykrnuqqdt.com,1,kraken,2025-01-03T15:41:00
2n0iwv22xii.cn,1,generic,2025-01-03T20:20:00
host4286.eejee.com,0,benign,2025-01-03T23:26:00
y04akmu.info,1,cryptolocker,2025-01-04T08:41:00
withwiththis.net,1,suppobox,2025-01-04T03:14:00
xqwfsxxajngr.com,1,kraken,2025-01-03T21:59:00
host2465.yermy.com,0,benign,2025-01-02T17:05:00
absoy.net,1,conficker,2025-01-01T05:46:00
host3258.ybllp.com,0,benign,2025-01-03T06:18:00
host1305.swmwc.com,0,benign,2025-01-01T21:45:00
znrpg3rzc32z23s4.cn,1,generic,2025-01-02T06:37:00
nothavefor.net,1,suppobox,2025-01-03T21:05:00
host2833.slfkl.com,0,benign,2025-01-02T23:13:00
amazon.com,0,benign,2025-01-04T01:46:00
host160.ltayd.com,0,benign,2025-01-01T02:40:00
salesforce.com,0,benign,2025-01-02T04:50:00
2mul5b2.biz,1,cryptolocker,2025-01-03T18:38:00
host871.erezb.com,0,benign,2025-01-01T14:31:00
host3268.dhfxh.com,0,benign,2025-01-03T06:28:00
host1682.skube.com,0,benign,2025-01-02T04:02:00
cnxzm.net,1,conficker,2025-01-01T01:23:00
zoom.us,0,benign,2025-01-04T02:49:00
host4148.hmzze.com,0,benign,2025-01-03T21:08:00
dateapple.org,1,matsnu,2025-01-03T00:48:00
host2677.fcrbf.com,0,benign,2025-01-02T20:37:00
host3165.eqxfr.com,0,benign,2025-01-03T04:45:00
la4jzjfbgosc.net,1,generic,2025-01-02T13:32:00
eesfmrhmklmf.com,1,kraken,2025-01-01T12:31:00
youthatnot.net,1,suppobox,2025-01-02T20:57:00
host4991.tfntk.com,0,benign,2025-01-04T11:11:00
3qdgaxo3.biz,1,generic,2025-01-04T08:05:00
niscxcgzupfn.com,1,kraken,2025-01-03T01:29:00
rockapple.org,1,matsnu,2025-01-03T20:43:00
jmhjkbnevqoz.com,1,kraken,2025-01-01T20:02:00
host469.jsmnl.com,0,benign,2025-01-01T07:49:00
host762.zszrp.com,0,benign,2025-01-01T12:42:00
ssbghpgb.net,1,conficker,2025-01-02T11:54:00
host2750.yabwy.com,0,benign,2025-01-02T21:50:00
host3408.calnk.com,0,benign,2025-01-03T08:48:00
sbguzhmchkxq.com,1,kraken,2025-01-02T15:12:00
host4370.zpmdr.com,0,benign,2025-01-04T00:50:00
wepeyks.info,1,cryptolocker,2025-01-03T14:48:00
host3719.khkme.com,0,benign,2025-01-03T13:59:00
jtmpmvgm.net,1,conficker,2025-01-03T01:54:00
8gtl0yw.ru,1,cryptolocker,2025-01-03T21:51:00
glakgqn.info,1,cryptolocker,2025-01-02T11:55:00
youbutnot.net,1,suppobox,2025-01-03T04:55:00
host575.kypla.com,0,benign,2025-01-01T09:35:00
host116.tzyrv.com,0,benign,2025-01-01T01:56:00
ujhfakfuqydj.com,1,kraken,2025-01-01T06:35:00
host3156.qmlue.com,0,benign,2025-01-03T04:36:00
zetimscplwyg.com,1,kraken,2025-01-01T09:51:00
uztbpyix.net,1,conficker,2025-01-03T07:15:00
host507.tmajj.com,0,benign,2025-01-01T08:27:00
eyitba9.biz,1,cryptolocker,2025-01-01T01:26:00
treetree.org,1,matsnu,2025-01-02T13:50:00
host401.hkcwy.com,0,benign,2025-01-01T06:41:00
host404.gwhnd.com,0,benign,2025-01-01T06:44:00
rf48fjd.ru,1,cryptolocker,2025-01-01T10:48:00
treeelder.org,1,matsnu,2025-01-01T04:01:00
host539.dkmvw.com,0,benign,2025-01-01T08:59:00
stonestone.org,1,matsnu,2025-01-02T23:49:00
host2629.vopoz.com,0,benign,2025-01-02T19:49:00
host973.ffdky.com,0,benign,2025-01-01T16:13:00
host1914.iyzdz.com,0,benign,2025-01-02T07:54:00
amazon.com,0,benign,2025-01-02T15:53:00
cherryelder.org,1,matsnu,2025-01-01T02:02:00
host938.lgfls.com,0,benign,2025-01-01T15:38:00
github.com,0,benign,2025-01-01T22:37:00
ustfvqpbqfjw.com,1,kraken,2025-01-01T16:16:00
nh05argg843o.tk,1,generic,2025-01-01T08:28:00
host748.isesv.com,0,benign,2025-01-01T12:28:00
butfromfrom.net,1,suppobox,2025-01-01T13:16:00
host2865.qtmoj.com,0,benign,2025-01-02T23:45:00
fromyouhis.net,1,suppobox,2025-01-03T04:21:00
cherrydate.org,1,matsnu,2025-01-03T19:28:00
zmhjjucuut.net,1,generic,2025-01-01T01:44:00
bananacherry.org,1,matsnu,2025-01-03T04:32:00
host2451.iwdri.com,0,benign,2025-01-02T16:51:00
fbhmh.net,1,conficker,2025-01-03T18:36:00
zlt6hr5.ru,1,cryptolocker,2025-01-01T21:59:00
jy9kqv3.biz,1,cryptolocker,2025-01-01T19:53:00
host4511.hrdhm.com,0,benign,2025-01-04T03:11:00
ls0uqym.biz,1,cryptolocker,2025-01-01T18:42:00
rockfire.org,1,matsnu,2025-01-01T22:23:00
rockstone.org,1,matsnu,2025-01-03T04:35:00
host2589.aqvwk.com,0,benign,2025-01-02T19:09:00
grapewater.org,1,matsnu,2025-01-01T14:39:00
mfhqjhkq.net,1,conficker,2025-01-01T17:10:00
zcbbxggogefy.com,1,kraken,2025-01-01T12:11:00
thethisthat.net,1,suppobox,2025-01-01T20:42:00
uxfdavm.net,1,conficker,2025-01-03T02:31:00
xywcc.net,1,conficker,2025-01-04T01:28:00
elderstone.org,1,matsnu,2025-01-04T10:52:00
5merz1g.biz,1,cryptolocker,2025-01-02T12:30:00
host614.jpsuc.com,0,benign,2025-01-01T10:14:00
utmokm.net,1,conficker,2025-01-04T05:08:00
owm38j3.ru,1,cryptolocker,2025-01-02T23:28:00
9v9uh07.ru,1,cryptolocker,2025-01-03T22:54:00
host6.srnhm.com,0,benign,2025-01-01T00:06:00
host1588.ihuch.com,0,benign,2025-01-02T02:28:00
host125.kcnff.com,0,benign,2025-01-01T02:05:00
host4559.wcvzv.com,0,benign,2025-01-04T03:59:00
host635.kyylm.com,0,benign,2025-01-01T10:35:00
781kx5x7g.info,1,generic,2025-01-03T23:03:00
ox34l0x.info,1,cryptolocker,2025-01-02T16:37:00
rtvvtukgpi17q7.biz,1,generic,2025-01-03T07:14:00
host3149.pbqjc.com,0,benign,2025-01-03T04:29:00
host3841.vyznq.com,0,benign,2025-01-03T16:01:00
17hkvrsu3kb4e.biz,1,generic,2025-01-01T10:32:00
putpg3zhgb.ru,1,generic,2025-01-02T14:48:00
appleelder.org,1,matsnu,2025-01-04T08:18:00
host515.egzeh.com,0,benign,2025-01-01T08:35:00
havethisfrom.net,1,suppobox,2025-01-03T10:45:00
host3985.fctsr.com,0,benign,2025-01-03T18:25:00
host2274.fkolu.com,0,benign,2025-01-02T13:54:00
host4728.dzxqv.com,0,benign,2025-01-04T06:48:00
applecherry.org,1,matsnu,2025-01-03T03:01:00
4a1ij1k4errsu.cn,1,generic,2025-01-02T07:43:00
rockapple.org,1,matsnu,2025-01-02T12:18:00
2dl6oz3.biz,1,cryptolocker,2025-01-03T23:11:00
youfornot.net,1,suppobox,2025-01-01T17:27:00
fgt65cv.ru,1,cryptolocker,2025-01-02T03:15:00
host188.niyaz.com,0,benign,2025-01-01T03:08:00
host4121.uxhzn.com,0,benign,2025-01-03T20:41:00
nbcvhx.net,1,conficker,2025-01-02T04:28:00
host4377.cultk.com,0,benign,2025-01-04T00:57:00
host110.akdkh.com,0,benign,2025-01-01T01:50:00
host2447.ebzgc.com,0,benign,2025-01-02T16:47:00
host2689.dannh.com,0,benign,2025-01-02T20:49:00
office.com,0,benign,2025-01-02T22:04:00
host3871.xpbln.com,0,benign,2025-01-03T16:31:00
rockgrape.org,1,matsnu,2025-01-02T13:20:00
host1750.ildbn.com,0,benign,2025-01-02T05:10:00
microsoft.com,0,benign,2025-01-02T15:15:00
bing.com,0,benign,2025-01-01T20:31:00
tr46ne8.biz,1,cryptolocker,2025-01-02T12:04:00
hishiswith.net,1,suppobox,2025-01-02T06:12:00
cloudflare.com,0,benign,2025-01-03T20:02:00
host3080.krjex.com,0,benign,2025-01-03T03:20:00
host918.dfjlj.com,0,benign,2025-01-01T15:18:00
rpdiebvpessr.com,1,kraken,2025-01-03T03:29:00
vntoebne.net,1,conficker,2025-01-01T14:57:00
nwmcns.net,1,conficker,2025-01-01T04:49:00
fromfromnot.net,1,suppobox,2025-01-01T09:17:00
host2680.iwfmv.com,0,benign,2025-01-02T20:40:00
host2105.ekklp.com,0,benign,2025-01-02T11:05:00
zw8z977.info,1,cryptolocker,2025-01-01T00:50:00
host3678.ocrbh.com,0,benign,2025-01-03T13:18:00
fromthisthis.net,1,suppobox,2025-01-01T19:25:00
2m9477afqoknbdh70gp.info,1,generic,2025-01-03T14:02:00
host4441.jhcis.com,0,benign,2025-01-04T02:01:00
host1085.owytw.com,0,benign,2025-01-01T18:05:00
host1367.bmtir.com,0,benign,2025-01-01T22:47:00
o4364dq.ru,1,cryptolocker,2025-01-04T00:27:00
host4861.uwecs.com,0,benign,2025-01-04T09:01:00
grapebanana.org,1,matsnu,2025-01-03T10:54:00
host1952.lzvvh.com,0,benign,2025-01-02T08:32:00
host4693.tzjnu.com,0,benign,2025-01-04T06:13:00
stonegrape.org,1,matsnu,2025-01-03T04:41:00
apple.com,0,benign,2025-01-02T19:22:00
igjjthv.net,1,conficker,2025-01-01T17:59:00
amazon.com,0,benign,2025-01-02T23:21:00
5spjuno.biz,1,cryptolocker,2025-01-03T04:33:00
host1745.wunml.com,0,benign,2025-01-02T05:05:00
host685.gjntu.com,0,benign,2025-01-01T11:25:00
host3653.bgjcq.com,0,benign,2025-01-03T12:53:00
host2675.mhhue.com,0,benign,2025-01-02T20:35:00
thebutbut.net,1,suppobox,2025-01-02T10:01:00
datestone.org,1,matsnu,2025-01-02T03:34:00
host3386.phmiq.com,0,benign,2025-01-03T08:26:00
google.com,0,benign,2025-01-02T08:28:00
host1436.dibxr.com,0,benign,2025-01-01T23:56:00
host2937.iwxej.com,0,benign,2025-01-03T00:57:00
host4536.rpuob.com,0,benign,2025-01-04T03:36:00
host1240.bcovp.com,0,benign,2025-01-01T20:40:00
cloudflare.com,0,benign,2025-01-03T14:07:00
host28.mzxyv.com,0,benign,2025-01-01T00:28:00
host4811.jrfaw.com,0,benign,2025-01-04T08:11:00
uiszcfb.net,1,conficker,2025-01-04T02:49:00
host2571.ioivh.com,0,benign,2025-01-02T18:51:00
ftufemw.net,1,conficker,2025-01-01T16:52:00
slack.com,0,benign,2025-01-01T12:07:00
hb1v225.biz,1,cryptolocker,2025-01-01T14:36:00
stonetree.org,1,matsnu,2025-01-01T15:13:00
lmqddfukfirj.com,1,kraken,2025-01-04T08:25:00
l2ozrocqo6s0ue2d.biz,1,generic,2025-01-02T20:46:00
2y1gcs6vumgw.tk,1,generic,2025-01-03T21:23:00
host2997.pgyxj.com,0,benign,2025-01-03T01:57:00
ynfx58urtuj5mu2w.net,1,generic,2025-01-03T16:15:00
host1072.dwmzc.com,0,benign,2025-01-01T17:52:00
host907.crzjo.com,0,benign,2025-01-01T15:07:00
host1731.zvjkt.com,0,benign,2025-01-02T04:51:00
opzrxoq.biz,1,cryptolocker,2025-01-02T10:11:00
7m52t61.info,1,cryptolocker,2025-01-02T16:56:00
host3005.eqgpe.com,0,benign,2025-01-03T02:05:00
thisfromthat.net,1,suppobox,2025-01-01T03:29:00
vjsygujlppme.com,1,kraken,2025-01-02T03:57:00
host4848.hxicc.com,0,benign,2025-01-04T08:48:00
lyussxbemxyr.com,1,kraken,2025-01-03T14:00:00
host3305.guzhg.com,0,benign,2025-01-03T07:05:00
host3143.aqrzt.com,0,benign,2025-01-03T04:23:00
host1400.jtaku.com,0,benign,2025-01-01T23:20:00
host2511.ecocd.com,0,benign,2025-01-02T17:51:00
figfig.org,1,matsnu,2025-01-03T15:33:00
live.com,0,benign,2025-01-03T07:41:00
host2609.vsucm.com,0,benign,2025-01-02T19:29:00
host3141.fjilc.com,0,benign,2025-01-03T04:21:00
host1867.ylpdn.com,0,benign,2025-01-02T07:07:00
tv2tst3.ru,1,cryptolocker,2025-01-02T17:46:00
host4197.wwbbk.com,0,benign,2025-01-03T21:57:00
qoogjuds.net,1,conficker,2025-01-01T07:47:00
lvpvr.net,1,conficker,2025-01-01T22:44:00
